Symbol,Date,StockPrice,DeliveryPercent,Volatility,PcrOI,PcrVolume,NiftyPrice,NiftyChgPrc,IndiaVix,IndiaVixChgPrc
SBIN,04-26-2019,312.5,33.69,1.46,0.84,0.59,11754.65,0.97,21.7175,-6.52
SBIN,04-30-2019,309.95,32.2,1.43,0.89,0.75,11748.15,-0.06,21.8275,0.51
SBIN,05-02-2019,308.15,23.67,1.39,0.87,0.8,11724.75,-0.2,22.9825,5.29
SBIN,05-03-2019,310,30.67,1.36,0.8,0.61,11712.25,-0.11,24.0325,4.57
SBIN,05-06-2019,308.75,26.25,1.32,0.81,0.69,11598.25,-0.97,26.4325,9.99
SBIN,05-07-2019,305.45,28.95,1.31,0.78,0.7,11497.9,-0.87,26.4775,0.17
SBIN,05-08-2019,298.25,32.48,1.4,0.75,0.76,11359.45,-1.2,26.365,-0.42
SBIN,05-09-2019,299.3,17.06,1.36,0.66,0.69,11301.8,-0.51,25.485,-3.34
SBIN,05-10-2019,308.05,15.27,1.5,0.68,0.63,11278.9,-0.2,26.335,3.34
SBIN,05-13-2019,306.9,24.76,1.46,0.7,0.71,11148.2,-1.16,27.3825,3.98
SBIN,05-14-2019,314.65,25.6,1.54,0.73,0.63,11222.05,0.66,27.1325,-0.91
SBIN,05-15-2019,312.1,37.7,1.51,0.69,0.7,11157,-0.58,28.6575,5.62
SBIN,05-16-2019,315.75,30.98,1.49,0.74,0.7,11257.1,0.9,28.37,-1
SBIN,05-17-2019,319.25,39.75,1.47,0.67,0.62,11407.15,1.33,28.075,-1.04
SBIN,05-20-2019,344.7,42.39,2.36,0.77,0.58,11828.25,3.69,23.675,-15.67
SBIN,05-21-2019,337.55,32.86,2.35,0.66,0.75,11709.1,-1.01,25.6525,8.35
SBIN,05-22-2019,341.1,37.52,2.29,0.64,0.55,11737.9,0.25,27.6325,7.72
SBIN,05-23-2019,342.2,27.9,2.22,0.57,0.68,11657.05,-0.69,19.405,-29.77
SBIN,05-24-2019,355.35,23.87,2.34,0.89,0.64,11844.1,1.6,16.4675,-15.14
SBIN,05-27-2019,361.7,38.28,2.31,0.92,0.77,11924.75,0.68,16.19,-1.69
SBIN,05-28-2019,360.05,37.61,2.24,0.89,0.78,11928.75,0.03,15.9225,-1.65
SBIN,05-29-2019,348.65,39.7,2.31,0.63,0.53,11861.1,-0.57,16.4075,3.05
SBIN,05-30-2019,353.55,38.5,2.27,0.74,0.54,11945.9,0.71,15.61,-4.86
SBIN,05-31-2019,352.5,28.95,2.2,0.73,0.84,11922.8,-0.19,16.0675,2.93
SBIN,06-03-2019,355.45,30.83,2.14,0.84,0.83,12088.55,1.39,15.9675,-0.62
SBIN,06-04-2019,352.4,30.78,2.09,0.73,0.74,12021.65,-0.55,15.6275,-2.13
SBIN,06-06-2019,336.9,43.9,2.31,0.52,0.64,11843.75,-1.48,15.525,-0.66
SBIN,06-07-2019,342.05,23.86,2.27,0.6,0.61,11870.65,0.23,14.8575,-4.3
SBIN,06-10-2019,344.3,24.21,2.21,0.6,0.68,11922.7,0.44,14.975,0.79
SBIN,06-11-2019,347.1,23.77,2.15,0.68,0.77,11965.6,0.36,14.49,-3.24
SBIN,06-12-2019,344,24.07,2.1,0.65,0.88,11906.2,-0.5,14.1225,-2.54
SBIN,06-13-2019,346.5,18.59,2.04,0.68,0.77,11914.05,0.07,13.66,-3.27
SBIN,06-14-2019,343.8,20.3,1.99,0.64,0.76,11823.3,-0.76,13.895,1.72
SBIN,06-18-2019,340.05,21.47,1.88,0.7,0.84,11691.5,0.17,14.6,-0.34
SBIN,06-19-2019,338.85,24.69,1.82,0.61,0.82,11691.45,0,14.73,0.89
SBIN,06-20-2019,345.15,33.8,1.82,0.77,0.8,11831.75,1.2,14,-4.96
SBIN,06-21-2019,349.4,47.82,1.76,0.83,0.69,11724.1,-0.91,14.61,4.36
SBIN,06-24-2019,353.2,30.17,1.79,0.88,0.78,11699.65,-0.21,15.2225,4.19
SBIN,06-25-2019,356.55,34.92,1.75,0.99,0.84,11796.45,0.83,15.01,-1.4
SBIN,06-26-2019,358.15,39.36,1.7,1.01,0.83,11847.55,0.43,14.75,-1.73
SBIN,06-27-2019,362.15,45.4,1.67,1.31,0.55,11841.55,-0.05,14.645,-0.71
SBIN,06-28-2019,361.25,28.65,1.62,0.89,0.68,11788.85,-0.45,14.9525,2.1
SBIN,07-01-2019,361.55,27.86,1.57,0.87,0.81,11865.6,0.65,14.6025,-2.34
SBIN,07-02-2019,364.5,36.26,1.52,0.91,0.76,11910.3,0.38,14.25,-2.41
SBIN,07-03-2019,366.15,30.03,1.47,0.9,0.74,11916.75,0.05,13.695,-3.89
SBIN,07-04-2019,367.4,29.17,1.44,0.83,0.68,11946.75,0.25,13.53,-1.2
SBIN,07-05-2019,370.65,35.32,1.41,0.88,0.7,11811.15,-1.14,13.065,-3.44
SBIN,07-08-2019,355.3,33.23,1.72,0.62,0.8,11558.6,-2.14,13.8525,6.03
SBIN,07-09-2019,359.5,21.28,1.69,0.65,0.74,11555.9,-0.02,13.6875,-1.19
SBIN,07-10-2019,354.2,28.31,1.68,0.58,0.83,11498.9,-0.49,13.635,-0.38
SBIN,07-11-2019,363.2,42,1.74,0.72,0.76,11582.9,0.73,12.47,-8.54
SBIN,07-12-2019,363.6,35.82,1.69,0.79,0.89,11552.5,-0.26,11.9975,-3.79
SBIN,07-15-2019,360.05,47.81,1.66,0.71,0.75,11588.35,0.31,12.02,0.19
SBIN,07-16-2019,364.35,49.29,1.64,0.83,0.93,11662.6,0.64,11.56,-3.83
SBIN,07-17-2019,372.4,38.37,1.68,1.06,0.86,11687.5,0.21,11.8,2.08
SBIN,07-18-2019,363.65,44.38,1.73,0.75,0.82,11596.9,-0.78,11.75,-0.42
SBIN,07-19-2019,356,52.35,1.76,0.57,0.68,11419.25,-1.53,12.515,6.51
SBIN,07-22-2019,350.85,37.84,1.74,0.52,0.7,11346.2,-0.64,13.01,3.96
SBIN,07-23-2019,342.2,50.3,1.79,0.44,0.69,11331.05,-0.13,13.4275,3.21
SBIN,07-24-2019,339.6,28,1.75,0.51,0.63,11271.3,-0.53,12.76,-4.97
SBIN,07-25-2019,341.3,35.17,1.7,0.48,0.75,11252.15,-0.17,12.635,-0.98
SBIN,07-26-2019,342.6,30.18,1.65,0.9,0.85,11284.3,0.29,12.1325,-3.98
SBIN,07-30-2019,327.55,36.26,1.95,0.89,0.81,11085.4,-0.93,13.6125,4.21
SBIN,07-31-2019,332.2,38.13,1.92,0.93,0.79,11118,0.29,13.59,-0.17
SBIN,08-01-2019,317.15,44.03,2.18,0.75,0.72,10980,-1.24,14.5575,7.12
SBIN,08-02-2019,308.45,22.11,2.22,0.57,0.76,10997.35,0.16,15.1875,4.33
SBIN,08-05-2019,300.25,30.28,2.25,0.44,0.63,10862.6,-1.23,16.585,9.2
SBIN,08-06-2019,301.4,28.97,2.18,0.45,0.53,10948.25,0.79,16.12,-2.8
SBIN,08-07-2019,289.9,30.27,2.32,0.43,0.55,10855.5,-0.85,16.74,3.85
SBIN,08-08-2019,294.35,34.42,2.28,0.44,0.57,11032.45,1.63,16.0925,-3.87
SBIN,08-09-2019,291.35,25.22,2.22,0.47,0.62,11109.65,0.7,15.845,-1.54
SBIN,08-13-2019,283.35,40.98,2.26,0.52,0.69,10925.85,-1.65,17.7775,12.2
SBIN,08-14-2019,289.75,30.73,2.26,0.53,0.58,11029.4,0.95,16.3575,-7.99
SBIN,08-16-2019,290.9,22.1,2.19,0.51,0.52,11047.8,0.17,16.6475,1.77
SBIN,08-19-2019,286.85,30.41,2.15,0.48,0.42,11053.9,0.06,16.7475,0.6
SBIN,08-20-2019,283.7,30.76,2.1,0.46,0.45,11017,-0.33,16.6325,-0.69
SBIN,08-21-2019,277.4,29.89,2.11,0.46,0.5,10918.7,-0.89,17.0225,2.34
SBIN,08-22-2019,268.55,38.22,2.19,0.42,0.68,10741.35,-1.62,17.8525,4.88
SBIN,08-23-2019,271.1,36.55,2.14,0.49,0.55,10829.35,0.82,17.3475,-2.83
SBIN,08-26-2019,280.2,27.57,2.23,0.48,0.52,11057.85,2.11,16.655,-3.99
SBIN,08-27-2019,285.7,40.51,2.21,0.54,0.53,11105.35,0.43,16.01,-3.87
SBIN,08-29-2019,274.5,25.85,2.27,0.43,0.55,10948.3,-0.89,16.425,-2.44
SBIN,08-30-2019,273.85,29.57,2.2,0.72,0.59,11023.25,0.68,16.2825,-0.87
SBIN,09-03-2019,268.4,30.63,2.19,0.61,0.53,10797.9,-2.04,18.055,10.89
SBIN,09-04-2019,275.1,14.41,2.21,0.67,0.53,10844.65,0.43,17.235,-4.54
SBIN,09-05-2019,273.3,26.76,2.15,0.63,0.46,10847.9,0.03,17.2725,0.22
SBIN,09-06-2019,273.95,22.4,2.09,0.62,0.43,10946.2,0.91,16.275,-5.78
SBIN,09-09-2019,278,24.9,2.06,0.66,0.61,11003.05,0.52,15.8525,-2.6
SBIN,09-11-2019,285.25,35.64,2.09,0.78,0.68,11035.7,0.3,15.3725,-3.03
SBIN,09-12-2019,287.05,30.3,2.03,0.78,0.57,10982.8,-0.48,14.9,-3.07
SBIN,09-13-2019,291.7,30.15,2.01,0.93,0.67,11075.9,0.85,14.12,-5.23
SBIN,09-16-2019,284.7,26.05,2.04,0.7,0.66,11003.5,-0.65,14.9525,5.9
SBIN,09-17-2019,273.95,20.01,2.19,0.53,0.49,10817.6,-1.69,16.0175,7.12
SBIN,09-18-2019,280.4,17.39,2.2,0.59,0.55,10840.65,0.21,15.3525,-4.15
SBIN,09-19-2019,274.05,23.14,2.21,0.52,0.58,10704.8,-1.25,15.55,1.29
SBIN,09-20-2019,301.7,28.23,3.18,0.96,0.54,11274.2,5.32,15.4,-0.96
SBIN,09-23-2019,313.75,28.75,3.23,1.13,0.61,11600.2,2.89,16.7925,9.04
SBIN,09-24-2019,302.6,25.36,3.25,0.82,0.66,11588.2,-0.1,16.7325,-0.36
SBIN,09-25-2019,280.25,40.88,3.67,0.49,0.58,11440.2,-1.28,16.17,-3.36
SBIN,09-26-2019,281.85,24.36,3.56,0.48,0.48,11571.2,1.15,16.3425,1.07
SBIN,09-27-2019,281.2,15.77,3.45,0.56,0.54,11512.4,-0.51,16.115,-1.39
SBIN,09-30-2019,270.8,29.77,3.47,0.48,0.69,11474.45,-0.33,15.8725,-1.5
SBIN,10-01-2019,255.95,23.09,3.64,0.44,0.7,11359.9,-1,16.7575,5.58
SBIN,10-04-2019,249.95,22.39,3.45,0.42,0.57,11174.75,-1.23,17.58,-0.69
SBIN,10-07-2019,249.1,19.08,3.35,0.43,0.54,11126.4,-0.43,17.83,1.42
SBIN,10-09-2019,260.95,23.73,3.44,0.5,0.5,11313.3,1.68,17.155,-3.79
SBIN,10-10-2019,254.15,19.64,3.4,0.46,0.62,11234.55,-0.7,17.2275,0.42
SBIN,10-11-2019,254.55,11.1,3.3,0.47,0.61,11305.05,0.63,17.14,-0.51
SBIN,10-14-2019,255.45,15.71,3.2,0.46,0.45,11341.15,0.32,17.43,1.69
SBIN,10-15-2019,258.45,12.89,3.12,0.47,0.47,11428.3,0.77,16.85,-3.33
SBIN,10-16-2019,256.05,18.6,3.03,0.45,0.54,11464,0.31,16.36,-2.91
SBIN,10-17-2019,265.45,26.98,3.07,0.52,0.58,11586.35,1.07,15.8775,-2.95
SBIN,10-18-2019,269.65,27.77,3,0.59,0.55,11661.85,0.65,15.9275,0.31
SBIN,10-22-2019,270.5,24.19,2.91,0.57,0.65,11588.35,-0.63,16.81,5.54
SBIN,10-23-2019,275.45,18.25,2.86,0.61,0.66,11604.1,0.14,16.535,-1.64
SBIN,10-24-2019,262.5,20.6,3.01,0.52,0.7,11582.6,-0.19,16.24,-1.78
SBIN,10-25-2019,281.55,14.26,3.39,0.66,0.57,11583.9,0.01,15.315,-5.7
SBIN,10-29-2019,280.65,32.54,3.19,0.67,0.49,11786.85,1.75,16.42,7.22
SBIN,10-30-2019,289.9,29.41,3.19,0.88,0.48,11844.1,0.49,16.6575,1.45
SBIN,10-31-2019,312.4,30.27,3.59,1.42,0.48,11877.45,0.28,16.28,-2.27
SBIN,11-01-2019,313.55,21.86,3.48,1.13,0.73,11890.6,0.11,15.7325,-3.36
SBIN,11-04-2019,314.3,22.23,3.37,1.13,0.8,11945.15,0.46,15.925,1.22
SUNPHARMA,09-12-2018,649.9,21.37,2.09,0.55,0.59,11369.9,0.73,14.25,-7.05
SUNPHARMA,09-14-2018,665.25,28.69,2.11,0.51,0.51,11515.2,1.28,13.8425,-2.86
SUNPHARMA,09-17-2018,646.2,20.24,2.14,0.44,0.56,11377.75,-1.19,14.495,4.71
SUNPHARMA,09-18-2018,642.5,32.25,2.08,0.41,0.49,11278.9,-0.87,14.415,-0.55
SUNPHARMA,09-19-2018,648.85,29.58,2.03,0.38,0.44,11234.35,-0.39,14.005,-2.84
SUNPHARMA,09-21-2018,634.9,47.54,2.04,0.37,0.49,11143.1,-0.81,15.535,10.92
SUNPHARMA,09-24-2018,624,36.77,2.02,0.36,0.69,10967.4,-1.58,17.4275,12.18
SUNPHARMA,09-25-2018,641.1,36.44,2.07,0.38,0.52,11067.45,0.91,16.6825,-4.27
SUNPHARMA,09-26-2018,639.85,35.34,2.01,0.39,0.49,11053.8,-0.12,17.0875,2.43
SUNPHARMA,09-27-2018,631.25,37.5,1.98,0.43,0.6,10977.55,-0.69,16.9225,-0.97
SUNPHARMA,09-28-2018,623.25,49.86,1.94,0.49,0.64,10930.45,-0.43,16.995,0.43
SUNPHARMA,10-01-2018,634.7,34.24,1.93,0.52,0.54,11008.3,0.71,16.835,-0.94
SUNPHARMA,10-03-2018,620.85,40.38,1.95,0.48,0.47,10858.25,-1.36,18.1175,7.62
SUNPHARMA,10-04-2018,599.05,33.48,2.08,0.48,0.83,10599.25,-2.39,18.915,4.4
SUNPHARMA,10-05-2018,597.95,20.7,2.02,0.44,0.45,10316.45,-2.67,19.7325,4.32
SUNPHARMA,10-08-2018,604.25,25.14,1.98,0.48,0.63,10348.05,0.31,20.1475,2.1
SUNPHARMA,10-09-2018,609.75,26.4,1.93,0.49,0.53,10301.05,-0.45,19.755,-1.95
SUNPHARMA,10-10-2018,602.95,28.37,1.89,0.45,0.57,10460.1,1.54,17.9075,-9.35
SUNPHARMA,10-11-2018,586.7,33.46,1.95,0.45,0.62,10234.65,-2.16,20.5475,14.74
SUNPHARMA,10-12-2018,590.6,49.22,1.9,0.48,0.72,10472.5,2.32,18.6275,-9.34
SUNPHARMA,10-15-2018,599.95,20.66,1.88,0.5,0.41,10512.5,0.38,18.885,1.38
SUNPHARMA,10-16-2018,602.7,34.33,1.83,0.51,0.46,10584.75,0.69,17.3725,-8.01
SUNPHARMA,10-17-2018,593.45,25.47,1.81,0.49,0.52,10453.05,-1.24,17.98,3.5
SUNPHARMA,10-19-2018,609.95,47.6,1.88,0.51,0.55,10303.55,-1.43,19.7875,10.05
SUNPHARMA,10-22-2018,606.9,31.47,1.83,0.56,0.7,10245.25,-0.57,21.3575,7.93
SUNPHARMA,10-23-2018,575.85,34.49,2.19,0.48,0.72,10146.8,-0.96,19.0375,-10.86
SUNPHARMA,10-24-2018,570.7,35.58,2.13,0.47,0.7,10224.75,0.77,18.88,-0.83
SUNPHARMA,10-25-2018,558.75,50.94,2.13,0.4,0.82,10124.9,-0.98,18.9625,0.44
SUNPHARMA,10-26-2018,554.05,34.32,2.08,0.81,0.55,10030,-0.94,19.2325,1.42
SUNPHARMA,10-29-2018,573.6,22.59,2.19,0.8,0.48,10250.85,2.2,19.825,3.08
SUNPHARMA,10-30-2018,562.05,34.18,2.18,0.78,0.67,10198.4,-0.51,20.5025,3.42
SUNPHARMA,10-31-2018,580.25,51.72,2.25,0.72,0.55,10386.6,1.85,19.7975,-3.44
SUNPHARMA,11-01-2018,571.85,29.69,2.21,0.71,0.62,10380.45,-0.06,19.1925,-3.06
SUNPHARMA,11-02-2018,571.85,42.42,2.14,0.66,0.4,10553,1.66,18.23,-5.01
SUNPHARMA,11-05-2018,571.6,-,2.07,0.68,0.5,10524,-0.27,19.4825,6.87
SUNPHARMA,11-06-2018,579.35,33.96,2.03,0.65,0.49,10530,0.06,18.505,-5.02
SUNPHARMA,11-07-2018,582.3,37.93,1.97,0.63,0.34,10598.85,0.65,17.7225,-4.23
SUNPHARMA,11-09-2018,597.45,50.41,2.01,0.61,0.48,10585.2,-0.13,17.765,0.24
SUNPHARMA,11-12-2018,589.5,48.82,1.98,0.61,0.55,10482.2,-0.97,19.3675,9.02
SUNPHARMA,11-13-2018,561.75,26.62,2.25,0.58,0.74,10582.5,0.96,18.695,-3.47
SUNPHARMA,11-14-2018,520.1,35.04,2.88,0.4,0.63,10576.3,-0.06,18.825,0.7
SUNPHARMA,11-15-2018,515.1,24.26,2.8,0.38,0.52,10616.7,0.38,18.455,-1.97
SUNPHARMA,11-16-2018,519.75,27.86,2.72,0.38,0.41,10682.2,0.62,18.35,-0.57
SUNPHARMA,11-19-2018,531.55,39.38,2.69,0.4,0.4,10763.4,0.76,19.255,4.93
SUNPHARMA,11-20-2018,525.45,37.3,2.62,0.4,0.46,10656.2,-1,19.3275,0.38
SUNPHARMA,11-21-2018,532.85,35.15,2.56,0.4,0.5,10600.05,-0.53,19.555,1.18
SUNPHARMA,11-22-2018,525.95,27.63,2.5,0.4,0.49,10526.75,-0.69,19.16,-2.02
SUNPHARMA,11-26-2018,510.75,39.49,2.53,0.36,0.68,10628.6,0.97,20.4025,6.48
SUNPHARMA,11-27-2018,493.85,29.31,2.59,0.39,0.66,10685.6,0.54,18.315,-10.23
SUNPHARMA,11-28-2018,486,26.02,2.54,0.4,0.67,10728.85,0.4,17.96,-1.94
SUNPHARMA,11-29-2018,484.4,32.83,2.46,0.38,0.66,10858.7,1.21,18.6975,4.11
SUNPHARMA,11-30-2018,492.6,30.84,2.42,0.55,0.35,10876.75,0.17,19.1625,2.49
SUNPHARMA,12-03-2018,455.4,42.32,3.03,0.52,0.57,10883.75,0.06,18.2225,-4.91
SUNPHARMA,12-04-2018,442.9,34.31,3.02,0.48,0.6,10869.5,-0.13,18.1075,-0.63
SUNPHARMA,12-05-2018,412.95,27.58,3.39,0.46,0.71,10782.9,-0.8,18.39,1.56
SUNPHARMA,12-06-2018,420.15,23.98,3.31,0.5,0.67,10601.15,-1.69,19.305,4.98
SUNPHARMA,12-07-2018,411.25,29.92,3.25,0.47,0.53,10693.7,0.87,18.59,-3.7
SUNPHARMA,12-10-2018,399,39.44,3.24,0.44,0.56,10488.45,-1.92,20.4375,9.94
SUNPHARMA,12-11-2018,422.3,19.41,3.44,0.45,0.44,10549.15,0.58,17.945,-12.2
SUNPHARMA,12-12-2018,431.45,26.29,3.38,0.46,0.4,10737.6,1.79,15.81,-11.9
SUNPHARMA,12-13-2018,422.1,19.44,3.32,0.46,0.66,10791.55,0.5,15.55,-1.64
SUNPHARMA,12-14-2018,420.65,22.16,3.22,0.45,0.52,10805.45,0.13,15.1575,-2.52
SUNPHARMA,12-17-2018,420.95,32.32,3.12,0.44,0.34,10888.35,0.77,14.54,-4.07
SUNPHARMA,12-18-2018,433.45,22.8,3.11,0.45,0.37,10908.7,0.19,14.5775,0.26
SUNPHARMA,12-19-2018,423.8,27.4,3.07,0.44,0.42,10967.3,0.54,14.66,0.57
SUNPHARMA,12-20-2018,429.05,17.12,2.99,0.44,0.39,10951.7,-0.14,14.3325,-2.23
SUNPHARMA,12-21-2018,425.3,43.5,2.91,0.43,0.43,10754,-1.81,15.9925,11.58
SUNPHARMA,12-24-2018,424.35,16.41,2.82,0.43,0.36,10663.5,-0.84,15.75,-1.52
SUNPHARMA,12-26-2018,413.65,29.48,2.8,0.45,0.73,10729.85,0.62,15.92,1.08
SUNPHARMA,12-27-2018,411.15,32.05,2.72,0.38,0.55,10779.8,0.47,16.0725,0.96
SUNPHARMA,12-28-2018,425.2,22.33,2.76,0.53,0.48,10859.9,0.74,15.27,-4.99
SUNPHARMA,12-31-2018,430.5,17.57,2.69,0.48,0.51,10862.55,0.02,16,4.78
SUNPHARMA,01-01-2019,433.55,17.97,2.61,0.49,0.41,10910.1,0.44,15.325,-4.22
SUNPHARMA,01-02-2019,440.05,38.89,2.56,0.52,0.46,10792.5,-1.08,16.3875,6.93
SUNPHARMA,01-03-2019,436.1,30.73,2.49,0.51,0.54,10672.25,-1.11,16.79,2.46
SUNPHARMA,01-04-2019,433.8,22.35,2.42,0.49,0.6,10727.35,0.52,16.1625,-3.74
SUNPHARMA,01-07-2019,430.8,35.08,2.35,0.49,0.6,10771.8,0.41,16.3025,0.87
SUNPHARMA,01-08-2019,448.05,30.88,2.47,0.57,0.42,10802.15,0.28,15.7,-3.7
SUNPHARMA,01-09-2019,448.75,33.55,2.4,0.56,0.54,10855.15,0.49,15.27,-2.74
SUNPHARMA,01-10-2019,444.6,25.51,2.34,0.58,0.65,10821.6,-0.31,15.345,0.49
SUNPHARMA,01-11-2019,444.4,18.75,2.27,0.55,0.54,10794.95,-0.25,15.3525,0.05
SUNPHARMA,01-14-2019,450.85,35.39,2.23,0.57,0.5,10737.6,-0.53,16.1575,5.24
SUNPHARMA,01-15-2019,452.45,40.77,2.16,0.58,0.5,10886.8,1.39,15.5825,-3.56
SUNPHARMA,01-16-2019,453.8,32.65,2.1,0.6,0.71,10890.3,0.03,16.0775,3.18
SUNPHARMA,01-17-2019,426.55,36.47,2.54,0.51,0.79,10905.2,0.14,16.2425,1.03
SUNPHARMA,01-18-2019,390.75,28.83,3.27,0.45,0.58,10906.95,0.02,16.6175,2.31
SUNPHARMA,01-21-2019,398.3,30.89,3.2,0.53,0.63,10961.85,0.5,18.1475,9.21
SUNPHARMA,01-22-2019,418.95,25.88,3.34,0.65,0.66,10922.75,-0.36,17.985,-0.9
SUNPHARMA,01-23-2019,431,12.97,3.31,0.75,0.73,10831.5,-0.84,18.085,0.56
SUNPHARMA,01-24-2019,423,14.15,3.24,0.63,0.92,10849.8,0.17,17.435,-3.59
SUNPHARMA,01-25-2019,422.4,27.03,3.14,0.6,1.02,10780.55,-0.64,17.69,1.46
SUNPHARMA,01-28-2019,411.75,23.71,3.11,0.57,1.06,10661.55,-1.1,18.8975,6.83
SUNPHARMA,01-29-2019,422.4,23.72,3.08,0.59,0.74,10652.2,-0.09,18.4275,-2.49
SUNPHARMA,01-30-2019,417.95,27.14,3,0.55,0.89,10651.8,0,17.85,-3.13
SUNPHARMA,01-31-2019,423.45,56.52,2.93,0.57,0.66,10830.95,1.68,17.1225,-4.08
SUNPHARMA,02-01-2019,423.25,24.78,2.84,0.74,0.69,10893.65,0.58,15.72,-8.19
SUNPHARMA,02-04-2019,414.8,19.71,2.8,0.93,1.22,10912.25,0.17,15.7225,0.02
SUNPHARMA,02-05-2019,409.9,20.51,2.73,0.94,1.04,10934.35,0.2,15.78,0.37
SUNPHARMA,02-06-2019,416.6,27.6,2.68,0.98,0.68,11062.45,1.17,15.63,-0.95
SUNPHARMA,02-07-2019,434.9,26.53,2.8,0.84,0.49,11069.4,0.06,15.435,-1.25
SUNPHARMA,02-08-2019,431.05,28.94,2.72,0.8,0.82,10943.6,-1.14,15.5675,0.86
SUNPHARMA,02-11-2019,428.55,19.34,2.64,0.71,0.75,10888.8,-0.5,15.84,1.75
SUNPHARMA,02-12-2019,436.6,27.99,2.6,0.71,0.6,10831.4,-0.53,15.75,-0.57
SUNPHARMA,02-13-2019,431.25,13.94,2.54,0.43,0.59,10793.65,-0.35,15.73,-0.13
SUNPHARMA,02-14-2019,440.9,20.43,2.52,0.47,0.49,10746.05,-0.44,15.7725,0.27
SUNPHARMA,02-15-2019,422.9,19.47,2.65,0.39,0.84,10724.4,-0.2,16.46,4.36
SUNPHARMA,02-18-2019,414.65,23.57,2.61,0.38,0.54,10640.95,-0.78,18,9.36
SUNPHARMA,02-19-2019,413.65,16.49,2.53,0.39,0.35,10604.35,-0.34,18.4675,2.6
SUNPHARMA,02-20-2019,422.35,26.97,2.51,0.39,0.41,10735.45,1.24,17.055,-7.65
SUNPHARMA,02-21-2019,429.7,23.02,2.47,0.42,0.45,10789.85,0.51,16.0525,-5.88
SUNPHARMA,02-22-2019,430.5,21.67,2.4,0.43,0.45,10791.65,0.02,15.45,-3.75
SUNPHARMA,02-25-2019,436.1,28.2,2.35,0.47,0.47,10880.1,0.82,15.3575,-0.6
SUNPHARMA,02-26-2019,435.75,22.15,2.28,0.49,0.54,10835.3,-0.41,17.115,11.44
SUNPHARMA,02-27-2019,442.7,22.22,2.24,0.56,0.41,10806.65,-0.26,18.8975,10.41
SUNPHARMA,02-28-2019,445.15,37.98,2.18,0.63,0.42,10792.5,-0.13,18.2775,-3.28
SUNPHARMA,03-01-2019,447.35,34.17,2.12,0.52,0.64,10863.5,0.66,16.275,-10.96
SUNPHARMA,03-05-2019,455.9,28.86,2.11,0.53,0.39,10987.45,1.14,15.6575,-3.79
SUNPHARMA,03-06-2019,460.55,20.84,2.06,0.5,0.36,11053,0.6,15.61,-0.3
SUNPHARMA,03-07-2019,450.9,43.11,2.06,0.46,0.41,11058.2,0.05,15.2925,-2.03
SUNPHARMA,03-08-2019,454.95,21.55,2.01,0.48,0.43,11035.4,-0.21,14.94,-2.31
SUNPHARMA,03-11-2019,459.45,36.38,1.96,0.5,0.43,11168.05,1.2,14.895,-0.3
SUNPHARMA,03-12-2019,470.3,37.31,1.98,0.57,0.33,11301.2,1.19,15.0975,1.36
SUNPHARMA,03-13-2019,456.5,27.81,2.05,0.5,0.61,11341.7,0.36,15.2775,1.19
SUNPHARMA,03-14-2019,466.15,29.63,2.05,0.56,0.46,11343.25,0.01,15.15,-0.83
SUNPHARMA,03-15-2019,464.35,40.43,1.99,0.56,0.6,11426.85,0.74,15.865,4.72
SUNPHARMA,03-18-2019,465.65,20.76,1.93,0.56,0.49,11462.2,0.31,16.9,6.52
SUNPHARMA,03-19-2019,468.95,24.5,1.88,0.52,0.33,11532.4,0.61,16.4925,-2.41
SUNPHARMA,03-20-2019,474.75,28.05,1.85,0.55,0.37,11521.05,-0.1,16.0325,-2.79
SUNPHARMA,03-22-2019,473.25,38.9,1.8,0.56,0.44,11456.9,-0.56,16.275,1.51
SUNPHARMA,03-25-2019,464.65,39.47,1.8,0.53,0.64,11354.25,-0.9,16.6725,2.44
SUNPHARMA,03-26-2019,469.8,41.62,1.77,0.62,0.7,11483.25,1.14,16.485,-1.12
SUNPHARMA,03-27-2019,464.85,41.27,1.74,0.63,0.45,11445.05,-0.33,17.0475,3.41
SUNPHARMA,03-28-2019,475.45,48.65,1.78,0.7,0.42,11570,1.09,16.6525,-2.32
SUNPHARMA,03-29-2019,478.85,31.11,1.73,0.45,0.46,11623.9,0.47,17.185,3.2
SUNPHARMA,04-01-2019,478.85,22.19,1.68,0.45,0.45,11669.15,0.39,18.005,4.77
SUNPHARMA,04-02-2019,469.7,24.88,1.7,0.43,0.55,11713.2,0.38,18.0825,0.43
SUNPHARMA,04-03-2019,462,37.34,1.7,0.41,0.6,11643.95,-0.59,18.7825,3.87
SUNPHARMA,04-04-2019,465.6,36.11,1.66,0.41,0.58,11598,-0.39,18.65,-0.71
SUNPHARMA,04-05-2019,463.15,24.56,1.61,0.41,0.45,11665.95,0.59,18.3925,-1.38
SUNPHARMA,04-08-2019,462.45,27.38,1.56,0.41,0.47,11604.5,-0.53,20.1525,9.57
SUNPHARMA,04-09-2019,470.95,23.1,1.58,0.39,0.57,11671.95,0.58,20.28,0.63
SUNPHARMA,04-10-2019,471.95,27.65,1.53,0.4,0.42,11584.3,-0.75,21.13,4.19
SUNPHARMA,04-11-2019,465.55,24.59,1.52,0.37,0.71,11596.7,0.11,20.9575,-0.82
